MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,6,COD,Abnorml,1141,60,7350,1951,1951,0,852,0,100,952,952,0,0,952,1988,840,0,0,0,0,0,0,0,2008,139000
60,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,None,None,10,WD,Normal,1142,0,10304,1976,1976,44,381,0,399,780,1088,780,0,1868,1976,484,448,96,0,0,0,0,0,2009,197500
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,0,None,None,None,0,None,None,Y,None,None,None,7,WD,Normal,1144,0,9000,1959,1959,0,288,0,718,1006,1006,0,0,1006,NA,0,0,24,0,0,0,0,0,2008,80000
190,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,Unf,Grav,Fa,N,FuseA,1,0,1,0,2,1,Fa,5,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,MnPrv,None,7,WD,Normal,1145,60,12180,1941,1950,0,348,0,324,672,672,252,0,924,1941,280,0,0,0,0,0,0,0,2010,80000
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,None,None,None,8,WD,Family,1146,52,6240,1928,1950,0,0,0,1042,1042,1042,534,0,1576,1928,225,0,0,0,0,0,0,0,2006,149000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,None,None,5,WD,Normal,1147,0,11200,1985,1985,85,1258,0,40,1298,1298,0,0,1298,1985,403,165,26,0,0,0,0,0,2006,180000
70,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,None,None,None,7,WD,Normal,1148,75,12000,1941,1950,0,275,0,429,704,860,704,0,1564,1941,234,0,0,0,0,0,0,0,2009,174500
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,None,None,None,8,WD,Normal,1149,0,5700,1926,1950,0,0,0,572,572,572,539,0,1111,1982,288,0,0,176,0,0,0,0,2008,116900
70,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,7,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,7,WD,Normal,1150,50,9000,1920,1988,0,624,0,26,650,832,650,0,1482,1930,324,0,0,0,0,0,0,0,2009,143000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,None,GdPrv,None,11,WD,Normal,1151,57,8280,1950,1950,0,0,0,932,932,932,0,0,932,1950,306,0,0,214,0,0,0,0,2007,124000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,11,WD,Normal,1152,134,17755,1959,1959,132,176,0,1290,1466,1466,0,0,1466,1959,528,0,140,0,0,100,0,0,2006,149900
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,None,TA,TA,PConc,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,7,WD,Abnorml,1153,90,14115,1956,2004,0,296,547,230,1073,1811,0,0,1811,1956,470,0,0,280,0,0,0,0,2006,230000
30,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,None,None,6,WD,Normal,1154,0,5890,1930,2007,0,538,0,278,816,816,0,0,816,2002,432,0,0,96,0,0,0,0,2008,120500
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,Unf,2,TA,TA,Y,None,GdPrv,None,5,WD,Normal,1155,0,13700,1965,1988,288,454,0,410,864,902,918,0,1820,1965,492,60,84,0,0,273,0,0,2008,201800
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,1156,90,10768,1976,2004,0,1157,0,280,1437,1437,0,0,1437,1976,528,0,21,0,0,180,0,0,2007,218000
80,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,Gable,CompShg,BrkFace,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,GasA,Gd,Y,SBrkr,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,None,MnPrv,None,10,WD,Normal,1157,85,9350,1965,1999,0,633,0,586,1219,1265,0,0,1265,1965,502,0,92,0,96,0,0,0,2008,179900
120,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,1158,34,5001,2007,2008,166,904,0,410,1314,1314,0,0,1314,2008,626,172,62,0,0,0,0,0,2009,230000
20,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3,TA,TA,Y,None,None,None,6,ConLD,Partial,1159,92,11932,2007,2008,186,0,0,1580,1580,1580,0,0,1580,2008,830,0,24,0,0,0,0,0,2008,235128
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2,Gd,TA,Y,None,None,None,7,WD,Normal,1160,76,9120,1974,1974,270,442,0,459,901,943,933,0,1876,1974,540,0,69,0,0,0,0,0,2008,185000
160,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,None,None,7,WD,Normal,1161,24,2280,1978,1978,0,311,0,544,855,855,601,0,1456,1978,440,26,0,0,0,0,0,0,2010,146000
20,RL,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,None,None,None,11,WD,Normal,1162,0,14778,1954,2006,72,728,0,568,1296,1640,0,0,1640,1993,924,108,0,0,216,0,0,0,2008,224000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,Fin,2,TA,TA,Y,None,None,None,5,WD,Normal,1163,109,8724,1968,1968,0,492,0,402,894,894,0,0,894,1968,450,0,0,0,0,0,0,0,2007,129000
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,2,0,0,2,0,2,TA,6,Typ,0,None,CarPort,Unf,2,Fa,TA,Y,None,None,None,1,WD,Alloca,1164,60,12900,1969,1969,0,1198,0,0,1198,1258,0,0,1258,1969,400,120,0,0,0,0,0,0,2008,108959
80,RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,None,None,6,WD,Normal,1165,0,16157,1978,1978,0,680,391,289,1360,1432,0,0,1432,1978,588,168,180,0,0,0,0,0,2007,194000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,9,New,Partial,1166,79,9541,2009,2009,268,0,0,1502,1502,1502,0,0,1502,2009,644,0,114,0,0,0,0,0,2009,233170
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3,TA,TA,Y,None,None,None,2,WD,Normal,1167,64,10475,2008,2008,72,0,0,1694,1694,1694,0,0,1694,2008,776,160,33,0,0,0,0,0,2010,245350
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,2,WD,Normal,1168,58,10852,2000,2000,0,786,0,173,959,959,712,0,1671,2000,472,0,38,0,0,0,0,0,2006,173000
70,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,Unf,2,TA,TA,Y,None,None,None,7,WD,Normal,1169,120,13728,1935,1986,0,626,0,501,1127,1236,872,0,2108,1935,540,0,0,0,0,90,0,0,2008,235000
80,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,TA,TA,Y,Gd,GdPrv,None,7,WD,Normal,1171,76,9880,1977,1977,0,522,0,574,1096,1118,0,0,1118,1977,358,203,0,0,0,0,576,0,2008,171000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,None,None,Shed,11,WD,Normal,1172,76,9120,1958,1958,0,662,0,599,1261,1261,0,0,1261,1958,433,0,0,0,0,288,0,1400,2008,163000
160,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,Fin,2,TA,TA,Y,None,None,None,3,WD,Normal,1173,35,4017,2006,2007,0,0,0,625,625,625,625,0,1250,2006,625,0,54,0,0,0,0,0,2008,171900
50,RL,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,None,None,0,None,None,Y,None,MnPrv,None,3,WD,Normal,1174,138,18030,1946,1994,0,152,469,977,1598,1636,971,479,3086,NA,0,122,0,0,0,0,0,0,2007,200500
70,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,None,None,None,7,WD,Normal,1175,80,16560,1932,1950,0,503,0,449,952,1170,1175,0,2345,1932,360,0,0,0,0,0,0,0,2006,239000
50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,4,WD,Normal,1176,85,10678,1992,2000,337,700,0,983,1683,2129,743,0,2872,1992,541,0,33,0,0,0,0,0,2007,285000
20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,Unf,1,TA,TA,Y,None,MnPrv,None,10,WD,Normal,1177,37,6951,1984,1985,0,658,0,218,876,923,0,0,923,1984,264,362,0,0,0,0,0,0,2008,119500
50,RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1,TA,TA,N,None,None,None,12,WD,Normal,1178,0,3950,1926,2004,0,468,0,350,818,818,406,0,1224,1926,210,0,0,116,0,0,0,0,2009,115000
50,RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,Fa,TA,Y,None,None,None,7,WD,Normal,1179,54,7681,1921,1950,0,0,0,731,731,820,523,0,1343,1921,186,192,0,102,0,0,0,0,2009,154900
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,None,None,None,None,None,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,5,Min2,1,Gd,None,None,0,None,None,N,None,None,None,4,WD,Normal,1180,77,8335,1954,1954,0,0,0,0,0,1124,0,0,1124,NA,0,0,36,190,0,0,0,0,2006,93000
60,RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Wood,Gd,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,TA,8,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,GdPrv,None,4,WD,Normal,1181,0,11170,1990,1991,0,1216,0,0,1216,1298,1216,0,2514,1990,693,0,0,0,0,0,0,0,2006,250000
120,RM,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,11,New,Partial,1182,64,5587,2008,2008,186,1480,0,120,1600,1652,0,0,1652,2008,482,162,53,0,153,0,0,0,2008,392500
30,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,None,None,None,6,WD,Normal,1184,60,10800,1920,1950,0,821,0,299,1120,1130,0,0,1130,1970,720,229,0,0,0,0,0,0,2006,120000
20,RL,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,GasA,Gd,Y,SBrkr,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,RFn,3,TA,TA,Y,None,None,None,5,WD,Normal,1185,50,35133,1963,1963,226,1159,0,413,1572,1572,0,0,1572,1963,995,0,263,0,0,263,0,0,2007,186700
50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,1,0,1,0,4,1,TA,7,Typ,0,None,Attchd,Unf,1,TA,TA,Y,None,None,None,3,WD,Normal,1186,60,9738,1924,1950,0,392,0,392,784,949,272,0,1221,1965,392,0,0,236,0,0,0,0,2006,104900
190,RL,Pave,None,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,1,0,2,0,3,2,TA,7,Typ,0,None,CarPort,Unf,2,Fa,Fa,Y,None,None,None,8,WD,Abnorml,1187,107,10615,1900,1970,0,440,0,538,978,1014,685,0,1699,1920,420,0,74,0,0,0,0,0,2009,95000
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,TA,TA,Y,None,GdPrv,None,7,WD,Normal,1188,89,12461,1994,1995,0,1456,0,168,1624,1624,0,0,1624,1994,757,0,114,192,0,0,0,0,2006,262000
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,1189,68,8935,2002,2002,95,0,0,831,831,831,829,0,1660,2002,493,144,68,0,0,0,0,0,2009,195000
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,6,WD,Normal,1190,60,7500,1999,1999,0,0,0,994,994,1028,776,0,1804,1999,442,140,60,0,0,0,0,0,2010,189000
190,RL,Pave,None,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,Fin,4,TA,TA,Y,None,None,None,3,WD,Normal,1191,0,32463,1961,1975,149,1159,0,90,1249,1622,0,0,1622,1975,1356,439,0,0,0,0,0,0,2007,168000
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,11,WD,Normal,1192,24,2645,1999,2000,456,0,0,776,776,764,677,0,1441,1999,492,206,0,0,0,0,0,0,2007,174000
50,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,Unf,1,TA,Fa,P,None,GdWo,None,7,WD,Normal,1193,60,9600,1925,1994,0,0,0,702,702,842,630,0,1472,1925,250,0,0,84,0,0,0,0,2007,125000
120,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,6,WD,Normal,1194,0,4500,1999,1999,425,883,0,341,1224,1224,0,0,1224,1999,402,0,304,0,0,0,0,0,2009,165000
60,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,Fin,1,TA,TA,Y,None,MnPrv,None,3,WD,Normal,1195,80,9364,1969,1969,143,371,0,292,663,663,689,0,1352,1969,299,379,36,0,0,0,0,0,2010,158000
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,7,WD,Normal,1196,51,8029,2005,2005,0,0,0,728,728,728,728,0,1456,2005,400,100,24,0,0,0,0,0,2008,176000
